Column1;Column2;Column3;Column4;Column5;Column6;Column7
;;"CROSS PROCESS
LOCATION";;PROCESS LOCATION;;
JET;"ROW +
NOZZLE";pixels;mm;pixels;mm;"SIGNAL & BIT SHIFT
ORDER
1 shifted first / 64
shifted last"
J 001;R1,N001;000;0.0000;0;0.0000;DIN00-53
J 002;R5,N001;001;0.0423;40;1.6933;DIN00-55
J 003;R2,N001;002;0.0847;10;0.4233;DIN00-64
J 004;R4,N001;003;0.1270;30;1.2700;DIN00-63
J 005;R6,N001;004;0.1693;50;2.1167;DIN00-62
J 006;R3,N001;005;0.2117;20;0.8467;DIN00-54
J 007;R7,N001;006;0.2540;60;2.5400;DIN00-56
J 008;R11,N001;007;0.2963;100;4.2333;DIN00-58
J 009;R8,N001;008;0.3387;70;2.9633;DIN00-61
J 010;R10,N001;009;0.3810;90;3.8100;DIN00-60
J 011;R12,N001;010;0.4233;110;4.6567;DIN00-59
J 012;R9,N001;011;0.4657;80;3.3867;DIN00-57
J 013;R1,N002;012;0.5080;0;0.0000;DIN00-41
J 014;R5,N002;013;0.5503;40;1.6933;DIN00-43
J 015;R2,N002;014;0.5927;10;0.4233;DIN00-52
J 016;R4,N002;015;0.6350;30;1.2700;DIN00-51
J 017;R6,N002;016;0.6773;50;2.1167;DIN00-50
J 018;R3,N002;017;0.7197;20;0.8467;DIN00-42
J 019;R7,N002;018;0.7620;60;2.5400;DIN00-44
J 020;R11,N002;019;0.8043;100;4.2333;DIN00-46
J 021;R8,N002;020;0.8467;70;2.9633;DIN00-49
J 022;R10,N002;021;0.8890;90;3.8100;DIN00-48
J 023;R12,N002;022;0.9313;110;4.6567;DIN00-47
J 024;R9,N002;023;0.9737;80;3.3867;DIN00-45
J 025;R1,N003;024;1.0160;0;0.0000;DIN00-29
J 026;R5,N003;025;1.0583;40;1.6933;DIN00-31
J 027;R2,N003;026;1.1007;10;0.4233;DIN00-40
J 028;R4,N003;027;1.1430;30;1.2700;DIN00-39
J 029;R6,N003;028;1.1853;50;2.1167;DIN00-38
J 030;R3,N003;029;1.2277;20;0.8467;DIN00-30
J 031;R7,N003;030;1.2700;60;2.5400;DIN00-32
J 032;R11,N003;031;1.3123;100;4.2333;DIN00-34
J 033;R8,N003;032;1.3547;70;2.9633;DIN00-37
J 034;R10,N003;033;1.3970;90;3.8100;DIN00-36
J 035;R12,N003;034;1.4393;110;4.6567;DIN00-35
J 036;R9,N003;035;1.4817;80;3.3867;DIN00-33
J 037;R1,N004;36;1.524;0;0;DIN00-17
J 038;R5,N004;37;1.5663;40;1.6933;DIN00-19
J 039;R2,N004;38;1.6087;10;0.4233;DIN00-28
J 040;R4,N004;39;1.651;30;1.27;DIN00-27
J 041;R6,N004;40;1.6933;50;2.1167;DIN00-26
J 042;R3,N004;41;1.7357;20;0.8467;DIN00-18
J 043;R7,N004;42;1.778;60;2.54;DIN00-20
J 044;R11,N004;43;1.8203;100;4.2333;DIN00-22
J 045;R8,N004;44;1.8627;70;2.9633;DIN00-25
J 046;R10,N004;45;1.905;90;3.81;DIN00-24
J 047;R12,N004;46;1.9473;110;4.6567;DIN00-23
J 048;R9,N004;47;1.9897;80;3.3867;DIN00-21
J 049;R1,N005;48;2.032;0;0;DIN00-05
J 050;R5,N005;49;2.0743;40;1.6933;DIN00-07
J 051;R2,N005;50;2.1167;10;0.4233;DIN00-16
J 052;R4,N005;51;2.159;30;1.27;DIN00-15
J 053;R6,N005;52;2.2013;50;2.1167;DIN00-14
J 054;R3,N005;53;2.2437;20;0.8467;DIN00-06
J 055;R7,N005;54;2.286;60;2.54;DIN00-08
J 056;R11,N005;55;2.3283;100;4.2333;DIN00-10
J 057;R8,N005;56;2.3707;70;2.9633;DIN00-13
J 058;R10,N005;57;2.413;90;3.81;DIN00-12
J 059;R12,N005;58;2.4553;110;4.6567;DIN00-11
J 060;R9,N005;59;2.4977;80;3.3867;DIN00-09
J 061;R1,N006;60;2.54;0;0;DIN01-57
J 062;R5,N006;61;2.5823;40;1.6933;DIN01-59
J 063;R2,N006;62;2.6247;10;0.4233;DIN00-04
J 064;R4,N006;63;2.667;30;1.27;DIN00-03
J 065;R6,N006;64;2.7093;50;2.1167;DIN00-02
J 066;R3,N006;65;2.7517;20;0.8467;DIN01-58
J 067;R7,N006;66;2.794;60;2.54;DIN01-60
J 068;R11,N006;67;2.8363;100;4.2333;DIN01-62
J 069;R8,N006;68;2.8787;70;2.9633;DIN00-01
J 070;R10,N006;69;2.921;90;3.81;DIN01-64
J 071;R12,N006;70;2.9633;110;4.6567;DIN01-63
J 072;R9,N006;71;3.0057;80;3.3867;DIN01-61
J 073;R1,N007;72;3.048;0;0;DIN01-45
J 074;R5,N007;73;3.0903;40;1.6933;DIN01-47
J 075;R2,N007;74;3.1327;10;0.4233;DIN01-56
J 076;R4,N007;75;3.175;30;1.27;DIN01-55
J 077;R6,N007;76;3.2173;50;2.1167;DIN01-54
J 078;R3,N007;77;3.2597;20;0.8467;DIN01-46
J 079;R7,N007;78;3.302;60;2.54;DIN01-48
J 080;R11,N007;79;3.3443;100;4.2333;DIN01-50
J 081;R8,N007;80;3.3867;70;2.9633;DIN01-53
J 082;R10,N007;81;3.429;90;3.81;DIN01-52
J 083;R12,N007;82;3.4713;110;4.6567;DIN01-51
J 084;R9,N007;83;3.5137;80;3.3867;DIN01-49
J 085;R1,N008;84;3.556;0;0;DIN01-33
J 086;R5,N008;85;3.5983;40;1.6933;DIN01-35
J 087;R2,N008;86;3.6407;10;0.4233;DIN01-44
J 088;R4,N008;87;3.683;30;1.27;DIN01-43
J 089;R6,N008;88;3.7253;50;2.1167;DIN01-42
J 090;R3,N008;89;3.7677;20;0.8467;DIN01-34
J 091;R7,N008;90;3.81;60;2.54;DIN01-36
J 092;R11,N008;91;3.8523;100;4.2333;DIN01-38
J 093;R8,N008;92;3.8947;70;2.9633;DIN01-41
J 094;R10,N008;93;3.937;90;3.81;DIN01-40
J 095;R12,N008;94;3.9793;110;4.6567;DIN01-39
J 096;R9,N008;95;4.0217;80;3.3867;DIN01-37
J 097;R1,N009;96;4.064;0;0;DIN01-21
J 098;R5,N009;97;4.1063;40;1.6933;DIN01-23
J 099;R2,N009;98;4.1487;10;0.4233;DIN01-32
J 100;R4,N009;99;4.191;30;1.27;DIN01-31
J 101;R6,N009;100;4.2333;50;2.1167;DIN01-30
J 102;R3,N009;101;4.2757;20;0.8467;DIN01-22
J 103;R7,N009;102;4.318;60;2.54;DIN01-24
J 104;R11,N009;103;4.3603;100;4.2333;DIN01-26
J 105;R8,N009;104;4.4027;70;2.9633;DIN01-29
J 106;R10,N009;105;4.445;90;3.81;DIN01-28
J 107;R12,N009;106;4.4873;110;4.6567;DIN01-27
J 108;R9,N009;107;4.5297;80;3.3867;DIN01-25
J 109;R1,N010;108;4.572;0;0;DIN01-09
J 110;R5,N010;109;4.6143;40;1.6933;DIN01-11
J 111;R2,N010;110;4.6567;10;0.4233;DIN01-20
J 112;R4,N010;111;4.699;30;1.27;DIN01-19
J 113;R6,N010;112;4.7413;50;2.1167;DIN01-18
J 114;R3,N010;113;4.7837;20;0.8467;DIN01-10
J 115;R7,N010;114;4.826;60;2.54;DIN01-12
J 116;R11,N010;115;4.8683;100;4.2333;DIN01-14
J 117;R8,N010;116;4.9107;70;2.9633;DIN01-17
J 118;R10,N010;117;4.953;90;3.81;DIN01-16
J 119;R12,N010;118;4.9953;110;4.6567;DIN01-15
J 120;R9,N010;119;5.0377;80;3.3867;DIN01-13
J 121;R1,N011;120;5.08;0;0;DIN02-61
J 122;R5,N011;121;5.1223;40;1.6933;DIN02-63
J 123;R2,N011;122;5.1647;10;0.4233;DIN01-08
J 124;R4,N011;123;5.207;30;1.27;DIN01-07
J 125;R6,N011;124;5.2493;50;2.1167;DIN01-06
J 126;R3,N011;125;5.2917;20;0.8467;DIN02-62
J 127;R7,N011;126;5.334;60;2.54;DIN02-64
J 128;R11,N011;127;5.3763;100;4.2333;DIN01-02
J 129;R8,N011;128;5.4187;70;2.9633;DIN01-05
J 130;R10,N011;129;5.461;90;3.81;DIN01-04
J 131;R12,N011;130;5.5033;110;4.6567;DIN01-03
J 132;R9,N011;131;5.5457;80;3.3867;DIN01-01
J 133;R1,N012;132;5.588;0;0;DIN02-49
J 134;R5,N012;133;5.6303;40;1.6933;DIN02-51
J 135;R2,N012;134;5.6727;10;0.4233;DIN02-60
J 136;R4,N012;135;5.715;30;1.27;DIN02-59
J 137;R6,N012;136;5.7573;50;2.1167;DIN02-58
J 138;R3,N012;137;5.7997;20;0.8467;DIN02-50
J 139;R7,N012;138;5.842;60;2.54;DIN02-52
J 140;R11,N012;139;5.8843;100;4.2333;DIN02-54
J 141;R8,N012;140;5.9267;70;2.9633;DIN02-57
J 142;R10,N012;141;5.969;90;3.81;DIN02-56
J 143;R12,N012;142;6.0113;110;4.6567;DIN02-55
J 144;R9,N012;143;6.0537;80;3.3867;DIN02-53
J 145;R1,N013;144;6.096;0;0;DIN02-37
J 146;R5,N013;145;6.1383;40;1.6933;DIN02-39
J 147;R2,N013;146;6.1807;10;0.4233;DIN02-48
J 148;R4,N013;147;6.223;30;1.27;DIN02-47
J 149;R6,N013;148;6.2653;50;2.1167;DIN02-46
J 150;R3,N013;149;6.3077;20;0.8467;DIN02-38
J 151;R7,N013;150;6.35;60;2.54;DIN02-40
J 152;R11,N013;151;6.3923;100;4.2333;DIN02-42
J 153;R8,N013;152;6.4347;70;2.9633;DIN02-45
J 154;R10,N013;153;6.477;90;3.81;DIN02-44
J 155;R12,N013;154;6.5193;110;4.6567;DIN02-43
J 156;R9,N013;155;6.5617;80;3.3867;DIN02-41
J 157;R1,N014;156;6.604;0;0;DIN02-25
J 158;R5,N014;157;6.6463;40;1.6933;DIN02-27
J 159;R2,N014;158;6.6887;10;0.4233;DIN02-36
J 160;R4,N014;159;6.731;30;1.27;DIN02-35
J 161;R6,N014;160;6.7733;50;2.1167;DIN02-34
J 162;R3,N014;161;6.8157;20;0.8467;DIN02-26
J 163;R7,N014;162;6.858;60;2.54;DIN02-28
J 164;R11,N014;163;6.9003;100;4.2333;DIN02-30
J 165;R8,N014;164;6.9427;70;2.9633;DIN02-33
J 166;R10,N014;165;6.985;90;3.81;DIN02-32
J 167;R12,N014;166;7.0273;110;4.6567;DIN02-31
J 168;R9,N014;167;7.0697;80;3.3867;DIN02-29
J 169;R1,N015;168;7.112;0;0;DIN02-13
J 170;R5,N015;169;7.1543;40;1.6933;DIN02-15
J 171;R2,N015;170;7.1967;10;0.4233;DIN02-24
J 172;R4,N015;171;7.239;30;1.27;DIN02-23
J 173;R6,N015;172;7.2813;50;2.1167;DIN02-22
J 174;R3,N015;173;7.3237;20;0.8467;DIN02-14
J 175;R7,N015;174;7.366;60;2.54;DIN02-16
J 176;R11,N015;175;7.4083;100;4.2333;DIN02-18
J 177;R8,N015;176;7.4507;70;2.9633;DIN02-21
J 178;R10,N015;177;7.493;90;3.81;DIN02-20
J 179;R12,N015;178;7.5353;110;4.6567;DIN02-19
J 180;R9,N015;179;7.5777;80;3.3867;DIN02-17
J 181;R1,N016;180;7.62;0;0;DIN02-01
J 182;R5,N016;181;7.6623;40;1.6933;DIN02-03
J 183;R2,N016;182;7.7047;10;0.4233;DIN02-12
J 184;R4,N016;183;7.747;30;1.27;DIN02-11
J 185;R6,N016;184;7.7893;50;2.1167;DIN02-10
J 186;R3,N016;185;7.8317;20;0.8467;DIN02-02
J 187;R7,N016;186;7.874;60;2.54;DIN02-04
J 188;R11,N016;187;7.9163;100;4.2333;DIN02-06
J 189;R8,N016;188;7.9587;70;2.9633;DIN02-09
J 190;R10,N016;189;8.001;90;3.81;DIN02-08
J 191;R12,N016;190;8.0433;110;4.6567;DIN02-07
J 192;R9,N016;191;8.0857;80;3.3867;DIN02-05
J 193;R1,N017;192;8.128;0;0;DIN03-53
J 194;R5,N017;193;8.1703;40;1.6933;DIN03-55
J 195;R2,N017;194;8.2127;10;0.4233;DIN03-64
J 196;R4,N017;195;8.255;30;1.27;DIN03-63
J 197;R6,N017;196;8.2973;50;2.1167;DIN03-62
J 198;R3,N017;197;8.3397;20;0.8467;DIN03-54
J 199;R7,N017;198;8.382;60;2.54;DIN03-56
J 200;R11,N017;199;8.4243;100;4.2333;DIN03-58
J 201;R8,N017;200;8.4667;70;2.9633;DIN03-61
J 202;R10,N017;201;8.509;90;3.81;DIN03-60
J 203;R12,N017;202;8.5513;110;4.6567;DIN03-59
J 204;R9,N017;203;8.5937;80;3.3867;DIN03-57
J 205;R1,N018;204;8.636;0;0;DIN03-41
J 206;R5,N018;205;8.6783;40;1.6933;DIN03-43
J 207;R2,N018;206;8.7207;10;0.4233;DIN03-52
J 208;R4,N018;207;8.763;30;1.27;DIN03-51
J 209;R6,N018;208;8.8053;50;2.1167;DIN03-50
J 210;R3,N018;209;8.8477;20;0.8467;DIN03-42
J 211;R7,N018;210;8.89;60;2.54;DIN03-44
J 212;R11,N018;211;8.9323;100;4.2333;DIN03-46
J 213;R8,N018;212;8.9747;70;2.9633;DIN03-49
J 214;R10,N018;213;9.017;90;3.81;DIN03-48
J 215;R12,N018;214;9.0593;110;4.6567;DIN03-47
J 216;R9,N018;215;9.1017;80;3.3867;DIN03-45
J 217;R1,N019;216;9.144;0;0;DIN03-29
J 218;R5,N019;217;9.1863;40;1.6933;DIN03-31
J 219;R2,N019;218;9.2287;10;0.4233;DIN03-40
J 220;R4,N019;219;9.271;30;1.27;DIN03-39
J 221;R6,N019;220;9.3133;50;2.1167;DIN03-38
J 222;R3,N019;221;9.3557;20;0.8467;DIN03-30
J 223;R7,N019;222;9.398;60;2.54;DIN03-32
J 224;R11,N019;223;9.4403;100;4.2333;DIN03-34
J 225;R8,N019;224;9.4827;70;2.9633;DIN03-37
J 226;R10,N019;225;9.525;90;3.81;DIN03-36
J 227;R12,N019;226;9.5673;110;4.6567;DIN03-35
J 228;R9,N019;227;9.6097;80;3.3867;DIN03-33
J 229;R1,N020;228;9.652;0;0;DIN03-17
J 230;R5,N020;229;9.6943;40;1.6933;DIN03-19
J 231;R2,N020;230;9.7367;10;0.4233;DIN03-28
J 232;R4,N020;231;9.779;30;1.27;DIN03-27
J 233;R6,N020;232;9.8213;50;2.1167;DIN03-26
J 234;R3,N020;233;9.8637;20;0.8467;DIN03-18
J 235;R7,N020;234;9.906;60;2.54;DIN03-20
J 236;R11,N020;235;9.9483;100;4.2333;DIN03-22
J 237;R8,N020;236;9.9907;70;2.9633;DIN03-25
J 238;R10,N020;237;10.033;90;3.81;DIN03-24
J 239;R12,N020;238;10.0753;110;4.6567;DIN03-23
J 240;R9,N020;239;10.1177;80;3.3867;DIN03-21
J 241;R1,N021;240;10.16;0;0;DIN03-05
J 242;R5,N021;241;10.2023;40;1.6933;DIN03-07
J 243;R2,N021;242;10.2447;10;0.4233;DIN03-16
J 244;R4,N021;243;10.287;30;1.27;DIN03-15
J 245;R6,N021;244;10.3293;50;2.1167;DIN03-14
J 246;R3,N021;245;10.3717;20;0.8467;DIN03-06
J 247;R7,N021;246;10.414;60;2.54;DIN03-08
J 248;R11,N021;247;10.4563;100;4.2333;DIN03-10
J 249;R8,N021;248;10.4987;70;2.9633;DIN03-13
J 250;R10,N021;249;10.541;90;3.81;DIN03-12
J 251;R12,N021;250;10.5833;110;4.6567;DIN03-11
J 252;R9,N021;251;10.6257;80;3.3867;DIN03-09
J 253;R1,N022;252;10.668;0;0;DIN04-57
J 254;R5,N022;253;10.7103;40;1.6933;DIN04-59
J 255;R2,N022;254;10.7527;10;0.4233;DIN03-04
J 256;R4,N022;255;10.795;30;1.27;DIN03-03
J 257;R6,N022;256;10.8373;50;2.1167;DIN03-02
J 258;R3,N022;257;10.8797;20;0.8467;DIN04-58
J 259;R7,N022;258;10.922;60;2.54;DIN04-60
J 260;R11,N022;259;10.9643;100;4.2333;DIN04-62
J 261;R8,N022;260;11.0067;70;2.9633;DIN03-01
J 262;R10,N022;261;11.049;90;3.81;DIN04-64
J 263;R12,N022;262;11.0913;110;4.6567;DIN04-63
J 264;R9,N022;263;11.1337;80;3.3867;DIN04-61
J 265;R1,N023;264;11.176;0;0;DIN04-45
J 266;R5,N023;265;11.2183;40;1.6933;DIN04-47
J 267;R2,N023;266;11.2607;10;0.4233;DIN04-56
J 268;R4,N023;267;11.303;30;1.27;DIN04-55
J 269;R6,N023;268;11.3453;50;2.1167;DIN04-54
J 270;R3,N023;269;11.3877;20;0.8467;DIN04-46
J 271;R7,N023;270;11.43;60;2.54;DIN04-48
J 272;R11,N023;271;11.4723;100;4.2333;DIN04-50
J 273;R8,N023;272;11.5147;70;2.9633;DIN04-53
J 274;R10,N023;273;11.557;90;3.81;DIN04-52
J 275;R12,N023;274;11.5993;110;4.6567;DIN04-51
J 276;R9,N023;275;11.6417;80;3.3867;DIN04-49
J 277;R1,N024;276;11.684;0;0;DIN04-33
J 278;R5,N024;277;11.7263;40;1.6933;DIN04-35
J 279;R2,N024;278;11.7687;10;0.4233;DIN04-44
J 280;R4,N024;279;11.811;30;1.27;DIN04-43
J 281;R6,N024;280;11.8533;50;2.1167;DIN04-42
J 282;R3,N024;281;11.8957;20;0.8467;DIN04-34
J 283;R7,N024;282;11.938;60;2.54;DIN04-36
J 284;R11,N024;283;11.9803;100;4.2333;DIN04-38
J 285;R8,N024;284;12.0227;70;2.9633;DIN04-41
J 286;R10,N024;285;12.065;90;3.81;DIN04-40
J 287;R12,N024;286;12.1073;110;4.6567;DIN04-39
J 288;R9,N024;287;12.1497;80;3.3867;DIN04-37
J 289;R1,N025;288;12.192;0;0;DIN04-21
J 290;R5,N025;289;12.2343;40;1.6933;DIN04-23
J 291;R2,N025;290;12.2767;10;0.4233;DIN04-32
J 292;R4,N025;291;12.319;30;1.27;DIN04-31
J 293;R6,N025;292;12.3613;50;2.1167;DIN04-30
J 294;R3,N025;293;12.4037;20;0.8467;DIN04-22
J 295;R7,N025;294;12.446;60;2.54;DIN04-24
J 296;R11,N025;295;12.4883;100;4.2333;DIN04-26
J 297;R8,N025;296;12.5307;70;2.9633;DIN04-29
J 298;R10,N025;297;12.573;90;3.81;DIN04-28
J 299;R12,N025;298;12.6153;110;4.6567;DIN04-27
J 300;R9,N025;299;12.6577;80;3.3867;DIN04-25
J 301;R1,N026;300;12.7;0;0;DIN04-09
J 302;R5,N026;301;12.7423;40;1.6933;DIN04-11
J 303;R2,N026;302;12.7847;10;0.4233;DIN04-20
J 304;R4,N026;303;12.827;30;1.27;DIN04-19
J 305;R6,N026;304;12.8693;50;2.1167;DIN04-18
J 306;R3,N026;305;12.9117;20;0.8467;DIN04-10
J 307;R7,N026;306;12.954;60;2.54;DIN04-12
J 308;R11,N026;307;12.9963;100;4.2333;DIN04-14
J 309;R8,N026;308;13.0387;70;2.9633;DIN04-17
J 310;R10,N026;309;13.081;90;3.81;DIN04-16
J 311;R12,N026;310;13.1233;110;4.6567;DIN04-15
J 312;R9,N026;311;13.1657;80;3.3867;DIN04-13
J 313;R1,N027;312;13.208;0;0;DIN05-61
J 314;R5,N027;313;13.2503;40;1.6933;DIN05-63
J 315;R2,N027;314;13.2927;10;0.4233;DIN04-08
J 316;R4,N027;315;13.335;30;1.27;DIN04-07
J 317;R6,N027;316;13.3773;50;2.1167;DIN04-06
J 318;R3,N027;317;13.4197;20;0.8467;DIN05-62
J 319;R7,N027;318;13.462;60;2.54;DIN05-64
J 320;R11,N027;319;13.5043;100;4.2333;DIN04-02
J 321;R8,N027;320;13.5467;70;2.9633;DIN04-05
J 322;R10,N027;321;13.589;90;3.81;DIN04-04
J 323;R12,N027;322;13.6313;110;4.6567;DIN04-03
J 324;R9,N027;323;13.6737;80;3.3867;DIN04-01
J 325;R1,N028;324;13.716;0;0;DIN05-49
J 326;R5,N028;325;13.7583;40;1.6933;DIN05-51
J 327;R2,N028;326;13.8007;10;0.4233;DIN05-60
J 328;R4,N028;327;13.843;30;1.27;DIN05-59
J 329;R6,N028;328;13.8853;50;2.1167;DIN05-58
J 330;R3,N028;329;13.9277;20;0.8467;DIN05-50
J 331;R7,N028;330;13.97;60;2.54;DIN05-52
J 332;R11,N028;331;14.0123;100;4.2333;DIN05-54
J 333;R8,N028;332;14.0547;70;2.9633;DIN05-57
J 334;R10,N028;333;14.097;90;3.81;DIN05-56
J 335;R12,N028;334;14.1393;110;4.6567;DIN05-55
J 336;R9,N028;335;14.1817;80;3.3867;DIN05-53
J 337;R1,N029;336;14.224;0;0;DIN05-37
J 338;R5,N029;337;14.2663;40;1.6933;DIN05-39
J 339;R2,N029;338;14.3087;10;0.4233;DIN05-48
J 340;R4,N029;339;14.351;30;1.27;DIN05-47
J 341;R6,N029;340;14.3933;50;2.1167;DIN05-46
J 342;R3,N029;341;14.4357;20;0.8467;DIN05-38
J 343;R7,N029;342;14.478;60;2.54;DIN05-40
J 344;R11,N029;343;14.5203;100;4.2333;DIN05-42
J 345;R8,N029;344;14.5627;70;2.9633;DIN05-45
J 346;R10,N029;345;14.605;90;3.81;DIN05-44
J 347;R12,N029;346;14.6473;110;4.6567;DIN05-43
J 348;R9,N029;347;14.6897;80;3.3867;DIN05-41
J 349;R1,N030;348;14.732;0;0;DIN05-25
J 350;R5,N030;349;14.7743;40;1.6933;DIN05-27
J 351;R2,N030;350;14.8167;10;0.4233;DIN05-36
J 352;R4,N030;351;14.859;30;1.27;DIN05-35
J 353;R6,N030;352;14.9013;50;2.1167;DIN05-34
J 354;R3,N030;353;14.9437;20;0.8467;DIN05-26
J 355;R7,N030;354;14.986;60;2.54;DIN05-28
J 356;R11,N030;355;15.0283;100;4.2333;DIN05-30
J 357;R8,N030;356;15.0707;70;2.9633;DIN05-33
J 358;R10,N030;357;15.113;90;3.81;DIN05-32
J 359;R12,N030;358;15.1553;110;4.6567;DIN05-31
J 360;R9,N030;359;15.1977;80;3.3867;DIN05-29
J 361;R1,N031;360;15.24;0;0;DIN05-13
J 362;R5,N031;361;15.2823;40;1.6933;DIN05-15
J 363;R2,N031;362;15.3247;10;0.4233;DIN05-24
J 364;R4,N031;363;15.367;30;1.27;DIN05-23
J 365;R6,N031;364;15.4093;50;2.1167;DIN05-22
J 366;R3,N031;365;15.4517;20;0.8467;DIN05-14
J 367;R7,N031;366;15.494;60;2.54;DIN05-16
J 368;R11,N031;367;15.5363;100;4.2333;DIN05-18
J 369;R8,N031;368;15.5787;70;2.9633;DIN05-21
J 370;R10,N031;369;15.621;90;3.81;DIN05-20
J 371;R12,N031;370;15.6633;110;4.6567;DIN05-19
J 372;R9,N031;371;15.7057;80;3.3867;DIN05-17
J 373;R1,N032;372;15.748;0;0;DIN05-01
J 374;R5,N032;373;15.7903;40;1.6933;DIN05-03
J 375;R2,N032;374;15.8327;10;0.4233;DIN05-12
J 376;R4,N032;375;15.875;30;1.27;DIN05-11
J 377;R6,N032;376;15.9173;50;2.1167;DIN05-10
J 378;R3,N032;377;15.9597;20;0.8467;DIN05-02
J 379;R7,N032;378;16.002;60;2.54;DIN05-04
J 380;R11,N032;379;16.0443;100;4.2333;DIN05-06
J 381;R8,N032;380;16.0867;70;2.9633;DIN05-09
J 382;R10,N032;381;16.129;90;3.81;DIN05-08
J 383;R12,N032;382;16.1713;110;4.6567;DIN05-07
J 384;R9,N032;383;16.2137;80;3.3867;DIN05-05
J 385;R1,N033;384;16.256;0;0;DIN06-53
J 386;R5,N033;385;16.2983;40;1.6933;DIN06-55
J 387;R2,N033;386;16.3407;10;0.4233;DIN06-64
J 388;R4,N033;387;16.383;30;1.27;DIN06-63
J 389;R6,N033;388;16.4253;50;2.1167;DIN06-62
J 390;R3,N033;389;16.4677;20;0.8467;DIN06-54
J 391;R7,N033;390;16.51;60;2.54;DIN06-56
