Column1;Column2;Column3;Column4;Column5;Column6;Column7
J 781;R1,N066;780;33.02;0;0;DIN12-41
J 782;R5,N066;781;33.0623;40;1.6933;DIN12-43
J 783;R2,N066;782;33.1047;10;0.4233;DIN12-52
J 784;R4,N066;783;33.147;30;1.27;DIN12-51
J 785;R6,N066;784;33.1893;50;2.1167;DIN12-50
J 786;R3,N066;785;33.2317;20;0.8467;DIN12-42
J 787;R7,N066;786;33.274;60;2.54;DIN12-44
J 788;R11,N066;787;33.3163;100;4.2333;DIN12-46
J 789;R8,N066;788;33.3587;70;2.9633;DIN12-49
J 790;R10,N066;789;33.401;90;3.81;DIN12-48
J 791;R12,N066;790;33.4433;110;4.6567;DIN12-47
J 792;R9,N066;791;33.4857;80;3.3867;DIN12-45
J 793;R1,N067;792;33.528;0;0;DIN12-29
J 794;R5,N067;793;33.5703;40;1.6933;DIN12-31
J 795;R2,N067;794;33.6127;10;0.4233;DIN12-40
J 796;R4,N067;795;33.655;30;1.27;DIN12-39
J 797;R6,N067;796;33.6973;50;2.1167;DIN12-38
J 798;R3,N067;797;33.7397;20;0.8467;DIN12-30
J 799;R7,N067;798;33.782;60;2.54;DIN12-32
J 800;R11,N067;799;33.8243;100;4.2333;DIN12-34
J 801;R8,N067;800;33.8667;70;2.9633;DIN12-37
J 802;R10,N067;801;33.909;90;3.81;DIN12-36
J 803;R12,N067;802;33.9513;110;4.6567;DIN12-35
J 804;R9,N067;803;33.9937;80;3.3867;DIN12-33
J 805;R1,N068;804;34.036;0;0;DIN12-17
J 806;R5,N068;805;34.0783;40;1.6933;DIN12-19
J 807;R2,N068;806;34.1207;10;0.4233;DIN12-28
J 808;R4,N068;807;34.163;30;1.27;DIN12-27
J 809;R6,N068;808;34.2053;50;2.1167;DIN12-26
J 810;R3,N068;809;34.2477;20;0.8467;DIN12-18
J 811;R7,N068;810;34.29;60;2.54;DIN12-20
J 812;R11,N068;811;34.3323;100;4.2333;DIN12-22
J 813;R8,N068;812;34.3747;70;2.9633;DIN12-25
J 814;R10,N068;813;34.417;90;3.81;DIN12-24
J 815;R12,N068;814;34.4593;110;4.6567;DIN12-23
J 816;R9,N068;815;34.5017;80;3.3867;DIN12-21
J 817;R1,N069;816;34.544;0;0;DIN12-05
J 818;R5,N069;817;34.5863;40;1.6933;DIN12-07
J 819;R2,N069;818;34.6287;10;0.4233;DIN12-16
J 820;R4,N069;819;34.671;30;1.27;DIN12-15
J 821;R6,N069;820;34.7133;50;2.1167;DIN12-14
J 822;R3,N069;821;34.7557;20;0.8467;DIN12-06
J 823;R7,N069;822;34.798;60;2.54;DIN12-08
J 824;R11,N069;823;34.8403;100;4.2333;DIN12-10
J 825;R8,N069;824;34.8827;70;2.9633;DIN12-13
J 826;R10,N069;825;34.925;90;3.81;DIN12-12
J 827;R12,N069;826;34.9673;110;4.6567;DIN12-11
J 828;R9,N069;827;35.0097;80;3.3867;DIN12-09
J 829;R1,N070;828;35.052;0;0;DIN13-57
J 830;R5,N070;829;35.0943;40;1.6933;DIN13-59
J 831;R2,N070;830;35.1367;10;0.4233;DIN12-04
J 832;R4,N070;831;35.179;30;1.27;DIN12-03
J 833;R6,N070;832;35.2213;50;2.1167;DIN12-02
J 834;R3,N070;833;35.2637;20;0.8467;DIN13-58
J 835;R7,N070;834;35.306;60;2.54;DIN13-60
J 836;R11,N070;835;35.3483;100;4.2333;DIN13-62
J 837;R8,N070;836;35.3907;70;2.9633;DIN12-01
J 838;R10,N070;837;35.433;90;3.81;DIN13-64
J 839;R12,N070;838;35.4753;110;4.6567;DIN13-63
J 840;R9,N070;839;35.5177;80;3.3867;DIN13-61
J 841;R1,N071;840;35.56;0;0;DIN13-45
J 842;R5,N071;841;35.6023;40;1.6933;DIN13-47
J 843;R2,N071;842;35.6447;10;0.4233;DIN13-56
J 844;R4,N071;843;35.687;30;1.27;DIN13-55
J 845;R6,N071;844;35.7293;50;2.1167;DIN13-54
J 846;R3,N071;845;35.7717;20;0.8467;DIN13-46
J 847;R7,N071;846;35.814;60;2.54;DIN13-48
J 848;R11,N071;847;35.8563;100;4.2333;DIN13-50
J 849;R8,N071;848;35.8987;70;2.9633;DIN13-53
J 850;R10,N071;849;35.941;90;3.81;DIN13-52
J 851;R12,N071;850;35.9833;110;4.6567;DIN13-51
J 852;R9,N071;851;36.0257;80;3.3867;DIN13-49
J 853;R1,N072;852;36.068;0;0;DIN13-33
J 854;R5,N072;853;36.1103;40;1.6933;DIN13-35
J 855;R2,N072;854;36.1527;10;0.4233;DIN13-44
J 856;R4,N072;855;36.195;30;1.27;DIN13-43
J 857;R6,N072;856;36.2373;50;2.1167;DIN13-42
J 858;R3,N072;857;36.2797;20;0.8467;DIN13-34
J 859;R7,N072;858;36.322;60;2.54;DIN13-36
J 860;R11,N072;859;36.3643;100;4.2333;DIN13-38
J 861;R8,N072;860;36.4067;70;2.9633;DIN13-41
J 862;R10,N072;861;36.449;90;3.81;DIN13-40
J 863;R12,N072;862;36.4913;110;4.6567;DIN13-39
J 864;R9,N072;863;36.5337;80;3.3867;DIN13-37
J 865;R1,N073;864;36.576;0;0;DIN13-21
J 866;R5,N073;865;36.6183;40;1.6933;DIN13-23
J 867;R2,N073;866;36.6607;10;0.4233;DIN13-32
J 868;R4,N073;867;36.703;30;1.27;DIN13-31
J 869;R6,N073;868;36.7453;50;2.1167;DIN13-30
J 870;R3,N073;869;36.7877;20;0.8467;DIN13-22
J 871;R7,N073;870;36.83;60;2.54;DIN13-24
J 872;R11,N073;871;36.8723;100;4.2333;DIN13-26
J 873;R8,N073;872;36.9147;70;2.9633;DIN13-29
J 874;R10,N073;873;36.957;90;3.81;DIN13-28
J 875;R12,N073;874;36.9993;110;4.6567;DIN13-27
J 876;R9,N073;875;37.0417;80;3.3867;DIN13-25
J 877;R1,N074;876;37.084;0;0;DIN13-09
J 878;R5,N074;877;37.1263;40;1.6933;DIN13-11
J 879;R2,N074;878;37.1687;10;0.4233;DIN13-20
J 880;R4,N074;879;37.211;30;1.27;DIN13-19
J 881;R6,N074;880;37.2533;50;2.1167;DIN13-18
J 882;R3,N074;881;37.2957;20;0.8467;DIN13-10
J 883;R7,N074;882;37.338;60;2.54;DIN13-12
J 884;R11,N074;883;37.3803;100;4.2333;DIN13-14
J 885;R8,N074;884;37.4227;70;2.9633;DIN13-17
J 886;R10,N074;885;37.465;90;3.81;DIN13-16
J 887;R12,N074;886;37.5073;110;4.6567;DIN13-15
J 888;R9,N074;887;37.5497;80;3.3867;DIN13-13
J 889;R1,N075;888;37.592;0;0;DIN14-61
J 890;R5,N075;889;37.6343;40;1.6933;DIN14-63
J 891;R2,N075;890;37.6767;10;0.4233;DIN13-08
J 892;R4,N075;891;37.719;30;1.27;DIN13-07
J 893;R6,N075;892;37.7613;50;2.1167;DIN13-06
J 894;R3,N075;893;37.8037;20;0.8467;DIN14-62
J 895;R7,N075;894;37.846;60;2.54;DIN14-64
J 896;R11,N075;895;37.8883;100;4.2333;DIN13-02
J 897;R8,N075;896;37.9307;70;2.9633;DIN13-05
J 898;R10,N075;897;37.973;90;3.81;DIN13-04
J 899;R12,N075;898;38.0153;110;4.6567;DIN13-03
J 900;R9,N075;899;38.0577;80;3.3867;DIN13-01
J 901;R1,N076;900;38.1;0;0;DIN14-49
J 902;R5,N076;901;38.1423;40;1.6933;DIN14-51
J 903;R2,N076;902;38.1847;10;0.4233;DIN14-60
J 904;R4,N076;903;38.227;30;1.27;DIN14-59
J 905;R6,N076;904;38.2693;50;2.1167;DIN14-58
J 906;R3,N076;905;38.3117;20;0.8467;DIN14-50
J 907;R7,N076;906;38.354;60;2.54;DIN14-52
J 908;R11,N076;907;38.3963;100;4.2333;DIN14-54
J 909;R8,N076;908;38.4387;70;2.9633;DIN14-57
J 910;R10,N076;909;38.481;90;3.81;DIN14-56
J 911;R12,N076;910;38.5233;110;4.6567;DIN14-55
J 912;R9,N076;911;38.5657;80;3.3867;DIN14-53
J 913;R1,N077;912;38.608;0;0;DIN14-37
J 914;R5,N077;913;38.6503;40;1.6933;DIN14-39
J 915;R2,N077;914;38.6927;10;0.4233;DIN14-48
J 916;R4,N077;915;38.735;30;1.27;DIN14-47
J 917;R6,N077;916;38.7773;50;2.1167;DIN14-46
J 918;R3,N077;917;38.8197;20;0.8467;DIN14-38
J 919;R7,N077;918;38.862;60;2.54;DIN14-40
J 920;R11,N077;919;38.9043;100;4.2333;DIN14-42
J 921;R8,N077;920;38.9467;70;2.9633;DIN14-45
J 922;R10,N077;921;38.989;90;3.81;DIN14-44
J 923;R12,N077;922;39.0313;110;4.6567;DIN14-43
J 924;R9,N077;923;39.0737;80;3.3867;DIN14-41
J 925;R1,N078;924;39.116;0;0;DIN14-25
J 926;R5,N078;925;39.1583;40;1.6933;DIN14-27
J 927;R2,N078;926;39.2007;10;0.4233;DIN14-36
J 928;R4,N078;927;39.243;30;1.27;DIN14-35
J 929;R6,N078;928;39.2853;50;2.1167;DIN14-34
J 930;R3,N078;929;39.3277;20;0.8467;DIN14-26
J 931;R7,N078;930;39.37;60;2.54;DIN14-28
J 932;R11,N078;931;39.4123;100;4.2333;DIN14-30
J 933;R8,N078;932;39.4547;70;2.9633;DIN14-33
J 934;R10,N078;933;39.497;90;3.81;DIN14-32
J 935;R12,N078;934;39.5393;110;4.6567;DIN14-31
J 936;R9,N078;935;39.5817;80;3.3867;DIN14-29
J 937;R1,N079;936;39.624;0;0;DIN14-13
J 938;R5,N079;937;39.6663;40;1.6933;DIN14-15
J 939;R2,N079;938;39.7087;10;0.4233;DIN14-24
J 940;R4,N079;939;39.751;30;1.27;DIN14-23
J 941;R6,N079;940;39.7933;50;2.1167;DIN14-22
J 942;R3,N079;941;39.8357;20;0.8467;DIN14-14
J 943;R7,N079;942;39.878;60;2.54;DIN14-16
J 944;R11,N079;943;39.9203;100;4.2333;DIN14-18
J 945;R8,N079;944;39.9627;70;2.9633;DIN14-21
J 946;R10,N079;945;40.005;90;3.81;DIN14-20
J 947;R12,N079;946;40.0473;110;4.6567;DIN14-19
J 948;R9,N079;947;40.0897;80;3.3867;DIN14-17
J 949;R1,N080;948;40.132;0;0;DIN14-01
J 950;R5,N080;949;40.1743;40;1.6933;DIN14-03
J 951;R2,N080;950;40.2167;10;0.4233;DIN14-12
J 952;R4,N080;951;40.259;30;1.27;DIN14-11
J 953;R6,N080;952;40.3013;50;2.1167;DIN14-10
J 954;R3,N080;953;40.3437;20;0.8467;DIN14-02
J 955;R7,N080;954;40.386;60;2.54;DIN14-04
J 956;R11,N080;955;40.4283;100;4.2333;DIN14-06
J 957;R8,N080;956;40.4707;70;2.9633;DIN14-09
J 958;R10,N080;957;40.513;90;3.81;DIN14-08
J 959;R12,N080;958;40.5553;110;4.6567;DIN14-07
J 960;R9,N080;959;40.5977;80;3.3867;DIN14-05
J 961;R1,N081;960;40.64;0;0;DIN15-53
J 962;R5,N081;961;40.6823;40;1.6933;DIN15-55
J 963;R2,N081;962;40.7247;10;0.4233;DIN15-64
J 964;R4,N081;963;40.767;30;1.27;DIN15-63
J 965;R6,N081;964;40.8093;50;2.1167;DIN15-62
J 966;R3,N081;965;40.8517;20;0.8467;DIN15-54
J 967;R7,N081;966;40.894;60;2.54;DIN15-56
J 968;R11,N081;967;40.9363;100;4.2333;DIN15-58
J 969;R8,N081;968;40.9787;70;2.9633;DIN15-61
J 970;R10,N081;969;41.021;90;3.81;DIN15-60
J 971;R12,N081;970;41.0633;110;4.6567;DIN15-59
J 972;R9,N081;971;41.1057;80;3.3867;DIN15-57
J 973;R1,N082;972;41.148;0;0;DIN15-41
J 974;R5,N082;973;41.1903;40;1.6933;DIN15-43
J 975;R2,N082;974;41.2327;10;0.4233;DIN15-52
J 976;R4,N082;975;41.275;30;1.27;DIN15-51
J 977;R6,N082;976;41.3173;50;2.1167;DIN15-50
J 978;R3,N082;977;41.3597;20;0.8467;DIN15-42
J 979;R7,N082;978;41.402;60;2.54;DIN15-44
J 980;R11,N082;979;41.4443;100;4.2333;DIN15-46
J 981;R8,N082;980;41.4867;70;2.9633;DIN15-49
J 982;R10,N082;981;41.529;90;3.81;DIN15-48
J 983;R12,N082;982;41.5713;110;4.6567;DIN15-47
J 984;R9,N082;983;41.6137;80;3.3867;DIN15-45
J 985;R1,N083;984;41.656;0;0;DIN15-29
J 986;R5,N083;985;41.6983;40;1.6933;DIN15-31
J 987;R2,N083;986;41.7407;10;0.4233;DIN15-40
J 988;R4,N083;987;41.783;30;1.27;DIN15-39
J 989;R6,N083;988;41.8253;50;2.1167;DIN15-38
J 990;R3,N083;989;41.8677;20;0.8467;DIN15-30
J 991;R7,N083;990;41.91;60;2.54;DIN15-32
J 992;R11,N083;991;41.9523;100;4.2333;DIN15-34
J 993;R8,N083;992;41.9947;70;2.9633;DIN15-37
J 994;R10,N083;993;42.037;90;3.81;DIN15-36
J 995;R12,N083;994;42.0793;110;4.6567;DIN15-35
J 996;R9,N083;995;42.1217;80;3.3867;DIN15-33
J 997;R1,N084;996;42.164;0;0;DIN15-17
J 998;R5,N084;997;42.2063;40;1.6933;DIN15-19
J 999;R2,N084;998;42.2487;10;0.4233;DIN15-28
J 1000;R4,N084;999;42.291;30;1.27;DIN15-27
J 1001;R6,N084;1000;42.3333;50;2.1167;DIN15-26
J 1002;R3,N084;1001;42.3757;20;0.8467;DIN15-18
J 1003;R7,N084;1002;42.418;60;2.54;DIN15-20
J 1004;R11,N084;1003;42.4603;100;4.2333;DIN15-22
J 1005;R8,N084;1004;42.5027;70;2.9633;DIN15-25
J 1006;R10,N084;1005;42.545;90;3.81;DIN15-24
J 1007;R12,N084;1006;42.5873;110;4.6567;DIN15-23
J 1008;R9,N084;1007;42.6297;80;3.3867;DIN15-21
J 1009;R1,N085;1008;42.672;0;0;DIN15-05
J 1010;R5,N085;1009;42.7143;40;1.6933;DIN15-07
J 1011;R2,N085;1010;42.7567;10;0.4233;DIN15-16
J 1012;R4,N085;1011;42.799;30;1.27;DIN15-15
J 1013;R6,N085;1012;42.8413;50;2.1167;DIN15-14
J 1014;R3,N085;1013;42.8837;20;0.8467;DIN15-06
J 1015;R7,N085;1014;42.926;60;2.54;DIN15-08
J 1016;R11,N085;1015;42.9683;100;4.2333;DIN15-10
J 1017;R8,N085;1016;43.0107;70;2.9633;DIN15-13
J 1018;R10,N085;1017;43.053;90;3.81;DIN15-12
J 1019;R12,N085;1018;43.0953;110;4.6567;DIN15-11
J 1020;R9,N085;1019;43.1377;80;3.3867;DIN15-09
J 1021;R1,N086;1020;43.18;0;0;DIN16-57
J 1022;R5,N086;1021;43.2223;40;1.6933;DIN16-59
J 1023;R2,N086;1022;43.2647;10;0.4233;DIN15-04
J 1024;R4,N086;1023;43.307;30;1.27;DIN15-03
J 1025;R6,N086;1024;43.3493;50;2.1167;DIN15-02
J 1026;R3,N086;1025;43.3917;20;0.8467;DIN16-58
J 1027;R7,N086;1026;43.434;60;2.54;DIN16-60
J 1028;R11,N086;1027;43.4763;100;4.2333;DIN16-62
J 1029;R8,N086;1028;43.5187;70;2.9633;DIN15-01
J 1030;R10,N086;1029;43.561;90;3.81;DIN16-64
J 1031;R12,N086;1030;43.6033;110;4.6567;DIN16-63
J 1032;R9,N086;1031;43.6457;80;3.3867;DIN16-61
J 1033;R1,N087;1032;43.688;0;0;DIN16-45
J 1034;R5,N087;1033;43.7303;40;1.6933;DIN16-47
J 1035;R2,N087;1034;43.7727;10;0.4233;DIN16-56
J 1036;R4,N087;1035;43.815;30;1.27;DIN16-55
J 1037;R6,N087;1036;43.8573;50;2.1167;DIN16-54
J 1038;R3,N087;1037;43.8997;20;0.8467;DIN16-46
J 1039;R7,N087;1038;43.942;60;2.54;DIN16-48
J 1040;R11,N087;1039;43.9843;100;4.2333;DIN16-50
J 1041;R8,N087;1040;44.0267;70;2.9633;DIN16-53
J 1042;R10,N087;1041;44.069;90;3.81;DIN16-52
J 1043;R12,N087;1042;44.1113;110;4.6567;DIN16-51
J 1044;R9,N087;1043;44.1537;80;3.3867;DIN16-49
J 1045;R1,N088;1044;44.196;0;0;DIN16-33
J 1046;R5,N088;1045;44.2383;40;1.6933;DIN16-35
J 1047;R2,N088;1046;44.2807;10;0.4233;DIN16-44
J 1048;R4,N088;1047;44.323;30;1.27;DIN16-43
J 1049;R6,N088;1048;44.3653;50;2.1167;DIN16-42
J 1050;R3,N088;1049;44.4077;20;0.8467;DIN16-34
J 1051;R7,N088;1050;44.45;60;2.54;DIN16-36
J 1052;R11,N088;1051;44.4923;100;4.2333;DIN16-38
J 1053;R8,N088;1052;44.5347;70;2.9633;DIN16-41
J 1054;R10,N088;1053;44.577;90;3.81;DIN16-40
J 1055;R12,N088;1054;44.6193;110;4.6567;DIN16-39
J 1056;R9,N088;1055;44.6617;80;3.3867;DIN16-37
J 1057;R1,N089;1056;44.704;0;0;DIN16-21
J 1058;R5,N089;1057;44.7463;40;1.6933;DIN16-23
J 1059;R2,N089;1058;44.7887;10;0.4233;DIN16-32
J 1060;R4,N089;1059;44.831;30;1.27;DIN16-31
J 1061;R6,N089;1060;44.8733;50;2.1167;DIN16-30
J 1062;R3,N089;1061;44.9157;20;0.8467;DIN16-22
J 1063;R7,N089;1062;44.958;60;2.54;DIN16-24
J 1064;R11,N089;1063;45.0003;100;4.2333;DIN16-26
J 1065;R8,N089;1064;45.0427;70;2.9633;DIN16-29
J 1066;R10,N089;1065;45.085;90;3.81;DIN16-28
J 1067;R12,N089;1066;45.1273;110;4.6567;DIN16-27
J 1068;R9,N089;1067;45.1697;80;3.3867;DIN16-25
J 1069;R1,N090;1068;45.212;0;0;DIN16-09
J 1070;R5,N090;1069;45.2543;40;1.6933;DIN16-11
J 1071;R2,N090;1070;45.2967;10;0.4233;DIN16-20
J 1072;R4,N090;1071;45.339;30;1.27;DIN16-19
J 1073;R6,N090;1072;45.3813;50;2.1167;DIN16-18
J 1074;R3,N090;1073;45.4237;20;0.8467;DIN16-10
J 1075;R7,N090;1074;45.466;60;2.54;DIN16-12
J 1076;R11,N090;1075;45.5083;100;4.2333;DIN16-14
J 1077;R8,N090;1076;45.5507;70;2.9633;DIN16-17
J 1078;R10,N090;1077;45.593;90;3.81;DIN16-16
J 1079;R12,N090;1078;45.6353;110;4.6567;DIN16-15
J 1080;R9,N090;1079;45.6777;80;3.3867;DIN16-13
J 1081;R1,N091;1080;45.72;0;0;DIN17-61
J 1082;R5,N091;1081;45.7623;40;1.6933;DIN17-63
J 1083;R2,N091;1082;45.8047;10;0.4233;DIN16-08
J 1084;R4,N091;1083;45.847;30;1.27;DIN16-07
J 1085;R6,N091;1084;45.8893;50;2.1167;DIN16-06
J 1086;R3,N091;1085;45.9317;20;0.8467;DIN17-62
J 1087;R7,N091;1086;45.974;60;2.54;DIN17-64
J 1088;R11,N091;1087;46.0163;100;4.2333;DIN16-02
J 1089;R8,N091;1088;46.0587;70;2.9633;DIN16-05
J 1090;R10,N091;1089;46.101;90;3.81;DIN16-04
J 1091;R12,N091;1090;46.1433;110;4.6567;DIN16-03
J 1092;R9,N091;1091;46.1857;80;3.3867;DIN16-01
J 1093;R1,N092;1092;46.228;0;0;DIN17-49
J 1094;R5,N092;1093;46.2703;40;1.6933;DIN17-51
J 1095;R2,N092;1094;46.3127;10;0.4233;DIN17-60
J 1096;R4,N092;1095;46.355;30;1.27;DIN17-59
J 1097;R6,N092;1096;46.3973;50;2.1167;DIN17-58
J 1098;R3,N092;1097;46.4397;20;0.8467;DIN17-50
J 1099;R7,N092;1098;46.482;60;2.54;DIN17-52
J 1100;R11,N092;1099;46.5243;100;4.2333;DIN17-54
J 1101;R8,N092;1100;46.5667;70;2.9633;DIN17-57
J 1102;R10,N092;1101;46.609;90;3.81;DIN17-56
J 1103;R12,N092;1102;46.6513;110;4.6567;DIN17-55
J 1104;R9,N092;1103;46.6937;80;3.3867;DIN17-53
J 1105;R1,N093;1104;46.736;0;0;DIN17-37
J 1106;R5,N093;1105;46.7783;40;1.6933;DIN17-39
J 1107;R2,N093;1106;46.8207;10;0.4233;DIN17-48
J 1108;R4,N093;1107;46.863;30;1.27;DIN17-47
J 1109;R6,N093;1108;46.9053;50;2.1167;DIN17-46
J 1110;R3,N093;1109;46.9477;20;0.8467;DIN17-38
J 1111;R7,N093;1110;46.99;60;2.54;DIN17-40
J 1112;R11,N093;1111;47.0323;100;4.2333;DIN17-42
J 1113;R8,N093;1112;47.0747;70;2.9633;DIN17-45
J 1114;R10,N093;1113;47.117;90;3.81;DIN17-44
J 1115;R12,N093;1114;47.1593;110;4.6567;DIN17-43
J 1116;R9,N093;1115;47.2017;80;3.3867;DIN17-41
J 1117;R1,N094;1116;47.244;0;0;DIN17-25
J 1118;R5,N094;1117;47.2863;40;1.6933;DIN17-27
J 1119;R2,N094;1118;47.3287;10;0.4233;DIN17-36
J 1120;R4,N094;1119;47.371;30;1.27;DIN17-35
J 1121;R6,N094;1120;47.4133;50;2.1167;DIN17-34
J 1122;R3,N094;1121;47.4557;20;0.8467;DIN17-26
J 1123;R7,N094;1122;47.498;60;2.54;DIN17-28
J 1124;R11,N094;1123;47.5403;100;4.2333;DIN17-30
J 1125;R8,N094;1124;47.5827;70;2.9633;DIN17-33
J 1126;R10,N094;1125;47.625;90;3.81;DIN17-32
J 1127;R12,N094;1126;47.6673;110;4.6567;DIN17-31
J 1128;R9,N094;1127;47.7097;80;3.3867;DIN17-29
J 1129;R1,N095;1128;47.752;0;0;DIN17-13
J 1130;R5,N095;1129;47.7943;40;1.6933;DIN17-15
J 1131;R2,N095;1130;47.8367;10;0.4233;DIN17-24
J 1132;R4,N095;1131;47.879;30;1.27;DIN17-23
J 1133;R6,N095;1132;47.9213;50;2.1167;DIN17-22
J 1134;R3,N095;1133;47.9637;20;0.8467;DIN17-14
J 1135;R7,N095;1134;48.006;60;2.54;DIN17-16
J 1136;R11,N095;1135;48.0483;100;4.2333;DIN17-18
J 1137;R8,N095;1136;48.0907;70;2.9633;DIN17-21
J 1138;R10,N095;1137;48.133;90;3.81;DIN17-20
J 1139;R12,N095;1138;48.1753;110;4.6567;DIN17-19
J 1140;R9,N095;1139;48.2177;80;3.3867;DIN17-17
J 1141;R1,N096;1140;48.26;0;0;DIN17-01
J 1142;R5,N096;1141;48.3023;40;1.6933;DIN17-03
J 1143;R2,N096;1142;48.3447;10;0.4233;DIN17-12
J 1144;R4,N096;1143;48.387;30;1.27;DIN17-11
J 1145;R6,N096;1144;48.4293;50;2.1167;DIN17-10
J 1146;R3,N096;1145;48.4717;20;0.8467;DIN17-02
J 1147;R7,N096;1146;48.514;60;2.54;DIN17-04
J 1148;R11,N096;1147;48.5563;100;4.2333;DIN17-06
J 1149;R8,N096;1148;48.5987;70;2.9633;DIN17-09
J 1150;R10,N096;1149;48.641;90;3.81;DIN17-08
J 1151;R12,N096;1150;48.6833;110;4.6567;DIN17-07
J 1152;R9,N096;1151;48.7257;80;3.3867;DIN17-05
J 1153;R1,N097;1152;48.768;0;0;DIN18-53
J 1154;R5,N097;1153;48.8103;40;1.6933;DIN18-55
J 1155;R2,N097;1154;48.8527;10;0.4233;DIN18-64
J 1156;R4,N097;1155;48.895;30;1.27;DIN18-63
J 1157;R6,N097;1156;48.9373;50;2.1167;DIN18-62
J 1158;R3,N097;1157;48.9797;20;0.8467;DIN18-54
J 1159;R7,N097;1158;49.022;60;2.54;DIN18-56
J 1160;R11,N097;1159;49.0643;100;4.2333;DIN18-58
J 1161;R8,N097;1160;49.1067;70;2.9633;DIN18-61
J 1162;R10,N097;1161;49.149;90;3.81;DIN18-60
