Column1;Column2;Column3;Column4;Column5;Column6;Column7
J 1163;R12,N097;1162;49.1913;110;4.6567;DIN18-59
J 1164;R9,N097;1163;49.2337;80;3.3867;DIN18-57
J 1165;R1,N098;1164;49.276;0;0;DIN18-41
J 1166;R5,N098;1165;49.3183;40;1.6933;DIN18-43
J 1167;R2,N098;1166;49.3607;10;0.4233;DIN18-52
J 1168;R4,N098;1167;49.403;30;1.27;DIN18-51
J 1169;R6,N098;1168;49.4453;50;2.1167;DIN18-50
J 1170;R3,N098;1169;49.4877;20;0.8467;DIN18-42
J 1171;R7,N098;1170;49.53;60;2.54;DIN18-44
J 1172;R11,N098;1171;49.5723;100;4.2333;DIN18-46
J 1173;R8,N098;1172;49.6147;70;2.9633;DIN18-49
J 1174;R10,N098;1173;49.657;90;3.81;DIN18-48
J 1175;R12,N098;1174;49.6993;110;4.6567;DIN18-47
J 1176;R9,N098;1175;49.7417;80;3.3867;DIN18-45
J 1177;R1,N099;1176;49.784;0;0;DIN18-29
J 1178;R5,N099;1177;49.8263;40;1.6933;DIN18-31
J 1179;R2,N099;1178;49.8687;10;0.4233;DIN18-40
J 1180;R4,N099;1179;49.911;30;1.27;DIN18-39
J 1181;R6,N099;1180;49.9533;50;2.1167;DIN18-38
J 1182;R3,N099;1181;49.9957;20;0.8467;DIN18-30
J 1183;R7,N099;1182;50.038;60;2.54;DIN18-32
J 1184;R11,N099;1183;50.0803;100;4.2333;DIN18-34
J 1185;R8,N099;1184;50.1227;70;2.9633;DIN18-37
J 1186;R10,N099;1185;50.165;90;3.81;DIN18-36
J 1187;R12,N099;1186;50.2073;110;4.6567;DIN18-35
J 1188;R9,N099;1187;50.2497;80;3.3867;DIN18-33
J 1189;R1,N100;1188;50.292;0;0;DIN18-17
J 1190;R5,N100;1189;50.3343;40;1.6933;DIN18-19
J 1191;R2,N100;1190;50.3767;10;0.4233;DIN18-28
J 1192;R4,N100;1191;50.419;30;1.27;DIN18-27
J 1193;R6,N100;1192;50.4613;50;2.1167;DIN18-26
J 1194;R3,N100;1193;50.5037;20;0.8467;DIN18-18
J 1195;R7,N100;1194;50.546;60;2.54;DIN18-20
J 1196;R11,N100;1195;50.5883;100;4.2333;DIN18-22
J 1197;R8,N100;1196;50.6307;70;2.9633;DIN18-25
J 1198;R10,N100;1197;50.673;90;3.81;DIN18-24
J 1199;R12,N100;1198;50.7153;110;4.6567;DIN18-23
J 1200;R9,N100;1199;50.7577;80;3.3867;DIN18-21
J 1201;R1,N101;1200;50.8;0;0;DIN18-05
J 1202;R5,N101;1201;50.8423;40;1.6933;DIN18-07
J 1203;R2,N101;1202;50.8847;10;0.4233;DIN18-16
J 1204;R4,N101;1203;50.927;30;1.27;DIN18-15
J 1205;R6,N101;1204;50.9693;50;2.1167;DIN18-14
J 1206;R3,N101;1205;51.0117;20;0.8467;DIN18-06
J 1207;R7,N101;1206;51.054;60;2.54;DIN18-08
J 1208;R11,N101;1207;51.0963;100;4.2333;DIN18-10
J 1209;R8,N101;1208;51.1387;70;2.9633;DIN18-13
J 1210;R10,N101;1209;51.181;90;3.81;DIN18-12
J 1211;R12,N101;1210;51.2233;110;4.6567;DIN18-11
J 1212;R9,N101;1211;51.2657;80;3.3867;DIN18-09
J 1213;R1,N102;1212;51.308;0;0;DIN19-57
J 1214;R5,N102;1213;51.3503;40;1.6933;DIN19-59
J 1215;R2,N102;1214;51.3927;10;0.4233;DIN18-04
J 1216;R4,N102;1215;51.435;30;1.27;DIN18-03
J 1217;R6,N102;1216;51.4773;50;2.1167;DIN18-02
J 1218;R3,N102;1217;51.5197;20;0.8467;DIN19-58
J 1219;R7,N102;1218;51.562;60;2.54;DIN19-60
J 1220;R11,N102;1219;51.6043;100;4.2333;DIN19-62
J 1221;R8,N102;1220;51.6467;70;2.9633;DIN18-01
J 1222;R10,N102;1221;51.689;90;3.81;DIN19-64
J 1223;R12,N102;1222;51.7313;110;4.6567;DIN19-63
J 1224;R9,N102;1223;51.7737;80;3.3867;DIN19-61
J 1225;R1,N103;1224;51.816;0;0;DIN19-45
J 1226;R5,N103;1225;51.8583;40;1.6933;DIN19-47
J 1227;R2,N103;1226;51.9007;10;0.4233;DIN19-56
J 1228;R4,N103;1227;51.943;30;1.27;DIN19-55
J 1229;R6,N103;1228;51.9853;50;2.1167;DIN19-54
J 1230;R3,N103;1229;52.0277;20;0.8467;DIN19-46
J 1231;R7,N103;1230;52.07;60;2.54;DIN19-48
J 1232;R11,N103;1231;52.1123;100;4.2333;DIN19-50
J 1233;R8,N103;1232;52.1547;70;2.9633;DIN19-53
J 1234;R10,N103;1233;52.197;90;3.81;DIN19-52
J 1235;R12,N103;1234;52.2393;110;4.6567;DIN19-51
J 1236;R9,N103;1235;52.2817;80;3.3867;DIN19-49
J 1237;R1,N104;1236;52.324;0;0;DIN19-33
J 1238;R5,N104;1237;52.3663;40;1.6933;DIN19-35
J 1239;R2,N104;1238;52.4087;10;0.4233;DIN19-44
J 1240;R4,N104;1239;52.451;30;1.27;DIN19-43
J 1241;R6,N104;1240;52.4933;50;2.1167;DIN19-42
J 1242;R3,N104;1241;52.5357;20;0.8467;DIN19-34
J 1243;R7,N104;1242;52.578;60;2.54;DIN19-36
J 1244;R11,N104;1243;52.6203;100;4.2333;DIN19-38
J 1245;R8,N104;1244;52.6627;70;2.9633;DIN19-41
J 1246;R10,N104;1245;52.705;90;3.81;DIN19-40
J 1247;R12,N104;1246;52.7473;110;4.6567;DIN19-39
J 1248;R9,N104;1247;52.7897;80;3.3867;DIN19-37
J 1249;R1,N105;1248;52.832;0;0;DIN19-21
J 1250;R5,N105;1249;52.8743;40;1.6933;DIN19-23
J 1251;R2,N105;1250;52.9167;10;0.4233;DIN19-32
J 1252;R4,N105;1251;52.959;30;1.27;DIN19-31
J 1253;R6,N105;1252;53.0013;50;2.1167;DIN19-30
J 1254;R3,N105;1253;53.0437;20;0.8467;DIN19-22
J 1255;R7,N105;1254;53.086;60;2.54;DIN19-24
J 1256;R11,N105;1255;53.1283;100;4.2333;DIN19-26
J 1257;R8,N105;1256;53.1707;70;2.9633;DIN19-29
J 1258;R10,N105;1257;53.213;90;3.81;DIN19-28
J 1259;R12,N105;1258;53.2553;110;4.6567;DIN19-27
J 1260;R9,N105;1259;53.2977;80;3.3867;DIN19-25
J 1261;R1,N106;1260;53.34;0;0;DIN19-09
J 1262;R5,N106;1261;53.3823;40;1.6933;DIN19-11
J 1263;R2,N106;1262;53.4247;10;0.4233;DIN19-20
J 1264;R4,N106;1263;53.467;30;1.27;DIN19-19
J 1265;R6,N106;1264;53.5093;50;2.1167;DIN19-18
J 1266;R3,N106;1265;53.5517;20;0.8467;DIN19-10
J 1267;R7,N106;1266;53.594;60;2.54;DIN19-12
J 1268;R11,N106;1267;53.6363;100;4.2333;DIN19-14
J 1269;R8,N106;1268;53.6787;70;2.9633;DIN19-17
J 1270;R10,N106;1269;53.721;90;3.81;DIN19-16
J 1271;R12,N106;1270;53.7633;110;4.6567;DIN19-15
J 1272;R9,N106;1271;53.8057;80;3.3867;DIN19-13
J 1273;R1,N107;1272;53.848;0;0;DIN20-61
J 1274;R5,N107;1273;53.8903;40;1.6933;DIN20-63
J 1275;R2,N107;1274;53.9327;10;0.4233;DIN19-08
J 1276;R4,N107;1275;53.975;30;1.27;DIN19-07
J 1277;R6,N107;1276;54.0173;50;2.1167;DIN19-06
J 1278;R3,N107;1277;54.0597;20;0.8467;DIN20-62
J 1279;R7,N107;1278;54.102;60;2.54;DIN20-64
J 1280;R11,N107;1279;54.1443;100;4.2333;DIN19-02
J 1281;R8,N107;1280;54.1867;70;2.9633;DIN19-05
J 1282;R10,N107;1281;54.229;90;3.81;DIN19-04
J 1283;R12,N107;1282;54.2713;110;4.6567;DIN19-03
J 1284;R9,N107;1283;54.3137;80;3.3867;DIN19-01
J 1285;R1,N108;1284;54.356;0;0;DIN20-49
J 1286;R5,N108;1285;54.3983;40;1.6933;DIN20-51
J 1287;R2,N108;1286;54.4407;10;0.4233;DIN20-60
J 1288;R4,N108;1287;54.483;30;1.27;DIN20-59
J 1289;R6,N108;1288;54.5253;50;2.1167;DIN20-58
J 1290;R3,N108;1289;54.5677;20;0.8467;DIN20-50
J 1291;R7,N108;1290;54.61;60;2.54;DIN20-52
J 1292;R11,N108;1291;54.6523;100;4.2333;DIN20-54
J 1293;R8,N108;1292;54.6947;70;2.9633;DIN20-57
J 1294;R10,N108;1293;54.737;90;3.81;DIN20-56
J 1295;R12,N108;1294;54.7793;110;4.6567;DIN20-55
J 1296;R9,N108;1295;54.8217;80;3.3867;DIN20-53
J 1297;R1,N109;1296;54.864;0;0;DIN20-37
J 1298;R5,N109;1297;54.9063;40;1.6933;DIN20-39
J 1299;R2,N109;1298;54.9487;10;0.4233;DIN20-48
J 1300;R4,N109;1299;54.991;30;1.27;DIN20-47
J 1301;R6,N109;1300;55.0333;50;2.1167;DIN20-46
J 1302;R3,N109;1301;55.0757;20;0.8467;DIN20-38
J 1303;R7,N109;1302;55.118;60;2.54;DIN20-40
J 1304;R11,N109;1303;55.1603;100;4.2333;DIN20-42
J 1305;R8,N109;1304;55.2027;70;2.9633;DIN20-45
J 1306;R10,N109;1305;55.245;90;3.81;DIN20-44
J 1307;R12,N109;1306;55.2873;110;4.6567;DIN20-43
J 1308;R9,N109;1307;55.3297;80;3.3867;DIN20-41
J 1309;R1,N110;1308;55.372;0;0;DIN20-25
J 1310;R5,N110;1309;55.4143;40;1.6933;DIN20-27
J 1311;R2,N110;1310;55.4567;10;0.4233;DIN20-36
J 1312;R4,N110;1311;55.499;30;1.27;DIN20-35
J 1313;R6,N110;1312;55.5413;50;2.1167;DIN20-34
J 1314;R3,N110;1313;55.5837;20;0.8467;DIN20-26
J 1315;R7,N110;1314;55.626;60;2.54;DIN20-28
J 1316;R11,N110;1315;55.6683;100;4.2333;DIN20-30
J 1317;R8,N110;1316;55.7107;70;2.9633;DIN20-33
J 1318;R10,N110;1317;55.753;90;3.81;DIN20-32
J 1319;R12,N110;1318;55.7953;110;4.6567;DIN20-31
J 1320;R9,N110;1319;55.8377;80;3.3867;DIN20-29
J 1321;R1,N111;1320;55.88;0;0;DIN20-13
J 1322;R5,N111;1321;55.9223;40;1.6933;DIN20-15
J 1323;R2,N111;1322;55.9647;10;0.4233;DIN20-24
J 1324;R4,N111;1323;56.007;30;1.27;DIN20-23
J 1325;R6,N111;1324;56.0493;50;2.1167;DIN20-22
J 1326;R3,N111;1325;56.0917;20;0.8467;DIN20-14
J 1327;R7,N111;1326;56.134;60;2.54;DIN20-16
J 1328;R11,N111;1327;56.1763;100;4.2333;DIN20-18
J 1329;R8,N111;1328;56.2187;70;2.9633;DIN20-21
J 1330;R10,N111;1329;56.261;90;3.81;DIN20-20
J 1331;R12,N111;1330;56.3033;110;4.6567;DIN20-19
J 1332;R9,N111;1331;56.3457;80;3.3867;DIN20-17
J 1333;R1,N112;1332;56.388;0;0;DIN20-01
J 1334;R5,N112;1333;56.4303;40;1.6933;DIN20-03
J 1335;R2,N112;1334;56.4727;10;0.4233;DIN20-12
J 1336;R4,N112;1335;56.515;30;1.27;DIN20-11
J 1337;R6,N112;1336;56.5573;50;2.1167;DIN20-10
J 1338;R3,N112;1337;56.5997;20;0.8467;DIN20-02
J 1339;R7,N112;1338;56.642;60;2.54;DIN20-04
J 1340;R11,N112;1339;56.6843;100;4.2333;DIN20-06
J 1341;R8,N112;1340;56.7267;70;2.9633;DIN20-09
J 1342;R10,N112;1341;56.769;90;3.81;DIN20-08
J 1343;R12,N112;1342;56.8113;110;4.6567;DIN20-07
J 1344;R9,N112;1343;56.8537;80;3.3867;DIN20-05
J 1345;R1,N113;1344;56.896;0;0;DIN21-53
J 1346;R5,N113;1345;56.9383;40;1.6933;DIN21-55
J 1347;R2,N113;1346;56.9807;10;0.4233;DIN21-64
J 1348;R4,N113;1347;57.023;30;1.27;DIN21-63
J 1349;R6,N113;1348;57.0653;50;2.1167;DIN21-62
J 1350;R3,N113;1349;57.1077;20;0.8467;DIN21-54
J 1351;R7,N113;1350;57.15;60;2.54;DIN21-56
J 1352;R11,N113;1351;57.1923;100;4.2333;DIN21-58
J 1353;R8,N113;1352;57.2347;70;2.9633;DIN21-61
J 1354;R10,N113;1353;57.277;90;3.81;DIN21-60
J 1355;R12,N113;1354;57.3193;110;4.6567;DIN21-59
J 1356;R9,N113;1355;57.3617;80;3.3867;DIN21-57
J 1357;R1,N114;1356;57.404;0;0;DIN21-41
J 1358;R5,N114;1357;57.4463;40;1.6933;DIN21-43
J 1359;R2,N114;1358;57.4887;10;0.4233;DIN21-52
J 1360;R4,N11;1359;57.531;30;1.27;DIN21-51
J 1361;R6,N114;1360;57.5733;50;2.1167;DIN21-50
J 1362;R3,N114;1361;57.6157;20;0.8467;DIN21-42
J 1363;R7,N114;1362;57.658;60;2.54;DIN21-44
J 1364;R11,N114;1363;57.7003;100;4.2333;DIN21-46
J 1365;R8,N114;1364;57.7427;70;2.9633;DIN21-49
J 1366;R10,N114;1365;57.785;90;3.81;DIN21-48
J 1367;R12,N114;1366;57.8273;110;4.6567;DIN21-47
J 1368;R9,N114;1367;57.8697;80;3.3867;DIN21-45
J 1369;R1,N115;1368;57.912;0;0;DIN21-29
J 1370;R5,N115;1369;57.9543;40;1.6933;DIN21-31
J 1371;R2,N115;1370;57.9967;10;0.4233;DIN21-40
J 1372;R4,N115;1371;58.039;30;1.27;DIN21-39
J 1373;R6,N115;1372;58.0813;50;2.1167;DIN21-38
J 1374;R3,N115;1373;58.1237;20;0.8467;DIN21-30
J 1375;R7,N115;1374;58.166;60;2.54;DIN21-32
J 1376;R11,N115;1375;58.2083;100;4.2333;DIN21-34
J 1377;R8,N115;1376;58.2507;70;2.9633;DIN21-37
J 1378;R10,N115;1377;58.293;90;3.81;DIN21-36
J 1379;R12,N115;1378;58.3353;110;4.6567;DIN21-35
J 1380;R9,N115;1379;58.3777;80;3.3867;DIN21-33
J 1381;R1,N116;1380;58.42;0;0;DIN21-17
J 1382;R5,N116;1381;58.4623;40;1.6933;DIN21-19
J 1383;R2,N116;1382;58.5047;10;0.4233;DIN21-28
J 1384;R4,N116;1383;58.547;30;1.27;DIN21-27
J 1385;R6,N116;1384;58.5893;50;2.1167;DIN21-26
J 1386;R3,N116;1385;58.6317;20;0.8467;DIN21-18
J 1387;R7,N116;1386;58.674;60;2.54;DIN21-20
J 1388;R11,N116;1387;58.7163;100;4.2333;DIN21-22
J 1389;R8,N116;1388;58.7587;70;2.9633;DIN21-25
J 1390;R10,N116;1389;58.801;90;3.81;DIN21-24
J 1391;R12,N116;1390;58.8433;110;4.6567;DIN21-23
J 1392;R9,N116;1391;58.8857;80;3.3867;DIN21-21
J 1393;R1,N117;1392;58.928;0;0;DIN21-05
J 1394;R5,N117;1393;58.9703;40;1.6933;DIN21-07
J 1395;R2,N117;1394;59.0127;10;0.4233;DIN21-16
J 1396;R4,N117;1395;59.055;30;1.27;DIN21-15
J 1397;R6,N117;1396;59.0973;50;2.1167;DIN21-14
J 1398;R3,N117;1397;59.1397;20;0.8467;DIN21-06
J 1399;R7,N117;1398;59.182;60;2.54;DIN21-08
J 1400;R11,N117;1399;59.2243;100;4.2333;DIN21-10
J 1401;R8,N117;1400;59.2667;70;2.9633;DIN21-13
J 1402;R10,N117;1401;59.309;90;3.81;DIN21-12
J 1403;R12,N117;1402;59.3513;110;4.6567;DIN21-11
J 1404;R9,N117;1403;59.3937;80;3.3867;DIN21-09
J 1405;R1,N118;1404;59.436;0;0;DIN22-57
J 1406;R5,N118;1405;59.4783;40;1.6933;DIN22-59
J 1407;R2,N118;1406;59.5207;10;0.4233;DIN21-04
J 1408;R4,N118;1407;59.563;30;1.27;DIN21-03
J 1409;R6,N118;1408;59.6053;50;2.1167;DIN21-02
J 1410;R3,N118;1409;59.6477;20;0.8467;DIN22-58
J 1411;R7,N118;1410;59.69;60;2.54;DIN22-60
J 1412;R11,N118;1411;59.7323;100;4.2333;DIN22-62
J 1413;R8,N118;1412;59.7747;70;2.9633;DIN21-01
J 1414;R10,N118;1413;59.817;90;3.81;DIN22-64
J 1415;R12,N118;1414;59.8593;110;4.6567;DIN22-63
J 1416;R9,N118;1415;59.9017;80;3.3867;DIN22-61
J 1417;R1,N119;1416;59.944;0;0;DIN22-45
J 1418;R5,N119;1417;59.9863;40;1.6933;DIN22-47
J 1419;R2,N119;1418;60.0287;10;0.4233;DIN22-56
J 1420;R4,N119;1419;60.071;30;1.27;DIN22-55
J 1421;R6,N119;1420;60.1133;50;2.1167;DIN22-54
J 1422;R3,N119;1421;60.1557;20;0.8467;DIN22-46
J 1423;R7,N119;1422;60.198;60;2.54;DIN22-48
J 1424;R11,N119;1423;60.2403;100;4.2333;DIN22-50
J 1425;R8,N119;1424;60.2827;70;2.9633;DIN22-53
J 1426;R10,N119;1425;60.325;90;3.81;DIN22-52
J 1427;R12,N119;1426;60.3673;110;4.6567;DIN22-51
J 1428;R9,N119;1427;60.4097;80;3.3867;DIN22-49
J 1429;R1,N120;1428;60.452;0;0;DIN22-33
J 1430;R5,N120;1429;60.4943;40;1.6933;DIN22-35
J 1431;R2,N120;1430;60.5367;10;0.4233;DIN22-44
J 1432;R4,N120;1431;60.579;30;1.27;DIN22-43
J 1433;R6,N120;1432;60.6213;50;2.1167;DIN22-42
J 1434;R3,N120;1433;60.6637;20;0.8467;DIN22-34
J 1435;R7,N120;1434;60.706;60;2.54;DIN22-36
J 1436;R11,N120;1435;60.7483;100;4.2333;DIN22-38
J 1437;R8,N120;1436;60.7907;70;2.9633;DIN22-41
J 1438;R10,N120;1437;60.833;90;3.81;DIN22-40
J 1439;R12,N120;1438;60.8753;110;4.6567;DIN22-39
J 1440;R9,N120;1439;60.9177;80;3.3867;DIN22-37
J 1441;R1,N121;1440;60.96;0;0;DIN22-21
J 1442;R5,N121;1441;61.0023;40;1.6933;DIN22-23
J 1443;R2,N121;1442;61.0447;10;0.4233;DIN22-32
J 1444;R4,N121;1443;61.087;30;1.27;DIN22-31
J 1445;R6,N121;1444;61.1293;50;2.1167;DIN22-30
J 1446;R3,N121;1445;61.1717;20;0.8467;DIN22-22
J 1447;R7,N121;1446;61.214;60;2.54;DIN22-24
J 1448;R11,N121;1447;61.2563;100;4.2333;DIN22-26
J 1449;R8,N121;1448;61.2987;70;2.9633;DIN22-29
J 1450;R10,N121;1449;61.341;90;3.81;DIN22-28
J 1451;R12,N121;1450;61.3833;110;4.6567;DIN22-27
J 1452;R9,N121;1451;61.4257;80;3.3867;DIN22-25
J 1453;R1,N122;1452;61.468;0;0;DIN22-09
J 1454;R5,N122;1453;61.5103;40;1.6933;DIN22-11
J 1455;R2,N122;1454;61.5527;10;0.4233;DIN22-20
J 1456;R4,N122;1455;61.595;30;1.27;DIN22-19
J 1457;R6,N122;1456;61.6373;50;2.1167;DIN22-18
J 1458;R3,N122;1457;61.6797;20;0.8467;DIN22-10
J 1459;R7,N122;1458;61.722;60;2.54;DIN22-12
J 1460;R11,N122;1459;61.7643;100;4.2333;DIN22-14
J 1461;R8,N122;1460;61.8067;70;2.9633;DIN22-17
J 1462;R10,N122;1461;61.849;90;3.81;DIN22-16
J 1463;R12,N122;1462;61.8913;110;4.6567;DIN22-15
J 1464;R9,N122;1463;61.9337;80;3.3867;DIN22-13
J 1465;R1,N123;1464;61.976;0;0;DIN23-61
J 1466;R5,N123;1465;62.0183;40;1.6933;DIN23-63
J 1467;R2,N123;1466;62.0607;10;0.4233;DIN22-08
J 1468;R4,N123;1467;62.103;30;1.27;DIN22-07
J 1469;R6,N123;1468;62.1453;50;2.1167;DIN22-06
J 1470;R3,N123;1469;62.1877;20;0.8467;DIN23-62
J 1471;R7,N123;1470;62.23;60;2.54;DIN23-64
J 1472;R11,N123;1471;62.2723;100;4.2333;DIN22-02
J 1473;R8,N123;1472;62.3147;70;2.9633;DIN22-05
J 1474;R10,N123;1473;62.357;90;3.81;DIN22-04
J 1475;R12,N123;1474;62.3993;110;4.6567;DIN22-03
J 1476;R9,N123;1475;62.4417;80;3.3867;DIN22-01
J 1477;R1,N124;1476;62.484;0;0;DIN23-49
J 1478;R5,N124;1477;62.5263;40;1.6933;DIN23-51
J 1479;R2,N124;1478;62.5687;10;0.4233;DIN23-60
J 1480;R4,N124;1479;62.611;30;1.27;DIN23-59
J 1481;R6,N124;1480;62.6533;50;2.1167;DIN23-58
J 1482;R3,N124;1481;62.6957;20;0.8467;DIN23-50
J 1483;R7,N124;1482;62.738;60;2.54;DIN23-52
J 1484;R11,N124;1483;62.7803;100;4.2333;DIN23-54
J 1485;R8,N124;1484;62.8227;70;2.9633;DIN23-57
J 1486;R10,N124;1485;62.865;90;3.81;DIN23-56
J 1487;R12,N124;1486;62.9073;110;4.6567;DIN23-55
J 1488;R9,N124;1487;62.9497;80;3.3867;DIN23-53
J 1489;R1,N125;1488;62.992;0;0;DIN23-37
J 1490;R5,N125;1489;63.0343;40;1.6933;DIN23-39
J 1491;R2,N125;1490;63.0767;10;0.4233;DIN23-48
J 1492;R4,N125;1491;63.119;30;1.27;DIN23-47
J 1493;R6,N125;1492;63.1613;50;2.1167;DIN23-46
J 1494;R3,N125;1493;63.2037;20;0.8467;DIN23-38
J 1495;R7,N125;1494;63.246;60;2.54;DIN23-40
J 1496;R11,N125;1495;63.2883;100;4.2333;DIN23-42
J 1497;R8,N125;1496;63.3307;70;2.9633;DIN23-45
J 1498;R10,N125;1497;63.373;90;3.81;DIN23-44
J 1499;R12,N125;1498;63.4153;110;4.6567;DIN23-43
J 1500;R9,N125;1499;63.4577;80;3.3867;DIN23-41
J 1501;R1,N126;1500;63.5;0;0;DIN23-25
J 1502;R5,N126;1501;63.5423;40;1.6933;DIN23-27
J 1503;R2,N126;1502;63.5847;10;0.4233;DIN23-36
J 1504;R4,N126;1503;63.627;30;1.27;DIN23-35
J 1505;R6,N126;1504;63.6693;50;2.1167;DIN23-34
J 1506;R3,N126;1505;63.7117;20;0.8467;DIN23-26
J 1507;R7,N126;1506;63.754;60;2.54;DIN23-28
J 1508;R11,N126;1507;63.7963;100;4.2333;DIN23-30
J 1509;R8,N126;1508;63.8387;70;2.9633;DIN23-33
J 1510;R10,N126;1509;63.881;90;3.81;DIN23-32
J 1511;R12,N126;1510;63.9233;110;4.6567;DIN23-31
J 1512;R9,N126;1511;63.9657;80;3.3867;DIN23-29
J 1513;R1,N127;1512;64.008;0;0;DIN23-13
J 1514;R5,N127;1513;64.0503;40;1.6933;DIN23-15
J 1515;R2,N127;1514;64.0927;10;0.4233;DIN23-24
J 1516;R4,N127;1515;64.135;30;1.27;DIN23-23
J 1517;R6,N127;1516;64.1773;50;2.1167;DIN23-22
J 1518;R3,N127;1517;64.2197;20;0.8467;DIN23-14
J 1519;R7,N127;1518;64.262;60;2.54;DIN23-16
J 1520;R11,N127;1519;64.3043;100;4.2333;DIN23-18
J 1521;R8,N127;1520;64.3467;70;2.9633;DIN23-21
J 1522;R10,N127;1521;64.389;90;3.81;DIN23-20
J 1523;R12,N127;1522;64.4313;110;4.6567;DIN23-19
J 1524;R9,N127;1523;64.4737;80;3.3867;DIN23-17
J 1525;R1,N128;1524;64.516;0;0;DIN23-01
J 1526;R5,N128;1525;64.5583;40;1.6933;DIN23-03
J 1527;R2,N128;1526;64.6007;10;0.4233;DIN23-12
J 1528;R4,N128;1527;64.643;30;1.27;DIN23-11
J 1529;R6,N128;1528;64.6853;50;2.1167;DIN23-10
J 1530;R3,N128;1529;64.7277;20;0.8467;DIN23-02
J 1531;R7,N128;1530;64.77;60;2.54;DIN23-04
J 1532;R11,N128;1531;64.8123;100;4.2333;DIN23-06
J 1533;R8,N128;1532;64.8547;70;2.9633;DIN23-09
J 1534;R10,N128;1533;64.897;90;3.81;DIN23-08
J 1535;R12,N128;1534;64.9393;110;4.6567;DIN23-07
J 1536;R9,N128;1535;64.9817;80;3.3867;DIN23-05
